transaction_id,amount_inr,amount_bucket,failure_reason,customer_risk,failed_at,customer_id
txn_00339,30344.91,high,insufficient_funds,low,2026-08-16T09:59:00,cust_0332
txn_00340,2437.05,mid,bank_timeout,medium,2026-08-06T01:14:00,cust_0262
txn_00341,1494.64,mid,otp_failed,low,2026-08-18T13:48:00,cust_0348
txn_00342,610.53,mid,risk_decline,low,2026-08-21T22:44:00,cust_0044
txn_00343,113.75,low,insufficient_funds,high,2026-08-12T20:35:00,cust_0248
txn_00344,374.9,low,bank_timeout,low,2026-08-19T10:28:00,cust_0364
txn_00345,12395.93,high,insufficient_funds,medium,2026-08-06T13:12:00,cust_0265
txn_00346,4813.08,mid,insufficient_funds,low,2026-08-15T07:55:00,cust_0095
txn_00347,3818.25,mid,insufficient_funds,low,2026-08-14T11:25:00,cust_0220
txn_00348,142.6,low,bank_timeout,medium,2026-08-14T03:18:00,cust_0053
txn_00349,10127.97,high,card_expired,low,2026-08-20T15:06:00,cust_0251
txn_00350,3250.89,mid,risk_decline,low,2026-08-09T00:13:00,cust_0235
txn_00351,367.69,low,risk_decline,medium,2026-08-16T07:03:00,cust_0069
txn_00352,2179.88,mid,insufficient_funds,low,2026-08-10T12:24:00,cust_0306
txn_00353,36204.48,high,insufficient_funds,low,2026-08-04T22:36:00,cust_0285
txn_00354,4288.93,mid,insufficient_funds,low,2026-08-01T05:14:00,cust_0249
txn_00355,27273.64,high,insufficient_funds,medium,2026-08-12T04:32:00,cust_0213
txn_00356,125.26,low,otp_failed,low,2026-08-07T15:31:00,cust_0017
txn_00357,2557.95,mid,insufficient_funds,low,2026-08-13T12:13:00,cust_0262
txn_00358,398.8,low,insufficient_funds,low,2026-08-18T07:03:00,cust_0369
txn_00359,241.32,low,bank_timeout,low,2026-08-07T18:35:00,cust_0017
txn_00360,417.53,low,bank_timeout,low,2026-08-05T18:37:00,cust_0378
txn_00361,369.84,low,risk_decline,low,2026-08-18T20:37:00,cust_0106
txn_00362,306.53,low,card_expired,medium,2026-08-08T08:45:00,cust_0361
txn_00363,478.58,low,insufficient_funds,low,2026-08-04T02:02:00,cust_0385
txn_00364,496.62,low,card_expired,medium,2026-08-06T16:21:00,cust_0075
txn_00365,27025.64,high,otp_failed,medium,2026-08-15T09:22:00,cust_0138
txn_00366,4075.69,mid,otp_failed,low,2026-08-12T17:35:00,cust_0384
txn_00367,216.08,low,insufficient_funds,high,2026-08-20T18:32:00,cust_0397
txn_00368,487.47,low,card_expired,low,2026-08-19T02:32:00,cust_0274
txn_00369,2726.22,mid,bank_timeout,high,2026-08-08T16:27:00,cust_0281
txn_00370,268.4,low,risk_decline,low,2026-08-02T01:05:00,cust_0051
txn_00371,4682.45,mid,otp_failed,medium,2026-08-01T00:22:00,cust_0220
txn_00372,3424.99,mid,insufficient_funds,low,2026-08-03T02:58:00,cust_0336
txn_00373,7330.43,high,bank_timeout,low,2026-08-07T22:50:00,cust_0372
txn_00374,3666.64,mid,otp_failed,low,2026-08-02T18:33:00,cust_0068
txn_00375,250.28,low,risk_decline,low,2026-08-20T13:51:00,cust_0217
txn_00376,153.03,low,otp_failed,low,2026-08-08T03:07:00,cust_0189
txn_00377,10991.58,high,cart_abandoned,low,2026-08-04T06:01:00,cust_0036
txn_00378,37509.44,high,risk_decline,low,2026-08-18T00:39:00,cust_0078
txn_00379,249.07,low,cart_abandoned,low,2026-08-18T02:56:00,cust_0064
txn_00380,1915.27,mid,risk_decline,low,2026-08-15T16:02:00,cust_0044
txn_00381,374.53,low,insufficient_funds,low,2026-08-20T07:03:00,cust_0338
txn_00382,22628.8,high,cart_abandoned,low,2026-08-02T05:48:00,cust_0123
txn_00383,274.81,low,bank_timeout,low,2026-08-09T05:12:00,cust_0163
txn_00384,2144.36,mid,insufficient_funds,medium,2026-08-18T12:43:00,cust_0038
txn_00385,679.22,mid,insufficient_funds,low,2026-08-12T12:40:00,cust_0147
txn_00386,8709.25,high,otp_failed,low,2026-08-13T05:37:00,cust_0316
txn_00387,85.56,low,insufficient_funds,low,2026-08-13T04:56:00,cust_0168
txn_00388,7975.18,high,bank_timeout,low,2026-08-10T22:55:00,cust_0374
txn_00389,10219.4,high,cart_abandoned,low,2026-08-14T20:30:00,cust_0029
txn_00390,36855.53,high,insufficient_funds,medium,2026-08-01T06:11:00,cust_0084
txn_00391,4201.28,mid,bank_timeout,low,2026-08-03T21:19:00,cust_0384
txn_00392,3971.44,mid,card_expired,low,2026-08-07T04:32:00,cust_0269
txn_00393,846.82,mid,insufficient_funds,medium,2026-08-02T06:16:00,cust_0256
txn_00394,45242.08,high,card_expired,low,2026-08-17T10:44:00,cust_0060
txn_00395,4383.18,mid,insufficient_funds,low,2026-08-09T06:46:00,cust_0197
txn_00396,41140.2,high,cart_abandoned,low,2026-08-17T20:30:00,cust_0336
txn_00397,237.32,low,bank_timeout,low,2026-08-14T00:08:00,cust_0191
txn_00398,73.7,low,insufficient_funds,low,2026-08-10T02:57:00,cust_0036
txn_00399,1898.14,mid,cart_abandoned,medium,2026-08-01T04:21:00,cust_0189
txn_00400,25876.7,high,insufficient_funds,low,2026-08-12T05:26:00,cust_0396
txn_00401,4081.88,mid,otp_failed,medium,2026-08-01T13:03:00,cust_0120
txn_00402,20075.78,high,risk_decline,low,2026-08-09T13:29:00,cust_0378
txn_00403,288.42,low,otp_failed,low,2026-08-04T05:45:00,cust_0365
txn_00404,4304.77,mid,insufficient_funds,low,2026-08-11T10:22:00,cust_0383
txn_00405,8367.37,high,insufficient_funds,low,2026-08-02T10:00:00,cust_0223
txn_00406,4329.11,mid,otp_failed,low,2026-08-16T22:41:00,cust_0377
txn_00407,11125.03,high,bank_timeout,low,2026-08-03T11:30:00,cust_0080
txn_00408,191.31,low,insufficient_funds,low,2026-08-11T06:48:00,cust_0158
txn_00409,18689.67,high,bank_timeout,medium,2026-08-16T20:35:00,cust_0309
txn_00410,910.46,mid,insufficient_funds,medium,2026-08-10T00:24:00,cust_0263
txn_00411,1282.4,mid,insufficient_funds,low,2026-08-13T15:37:00,cust_0384
txn_00412,95.86,low,risk_decline,low,2026-08-19T21:29:00,cust_0400
txn_00413,33363.39,high,cart_abandoned,low,2026-08-02T21:53:00,cust_0299
txn_00414,13898.77,high,risk_decline,medium,2026-08-11T02:10:00,cust_0066
txn_00415,414.0,low,insufficient_funds,medium,2026-08-04T19:44:00,cust_0294
txn_00416,2222.28,mid,bank_timeout,medium,2026-08-05T21:15:00,cust_0096
txn_00417,32763.97,high,insufficient_funds,low,2026-08-07T17:10:00,cust_0256
txn_00418,77.44,low,bank_timeout,low,2026-08-15T14:58:00,cust_0270
txn_00419,22212.41,high,insufficient_funds,high,2026-08-09T04:07:00,cust_0246
txn_00420,460.7,low,risk_decline,low,2026-08-01T14:14:00,cust_0164
txn_00421,1764.2,mid,risk_decline,low,2026-08-13T01:08:00,cust_0184
txn_00422,950.6,mid,otp_failed,high,2026-08-13T03:27:00,cust_0378
txn_00423,4309.27,mid,insufficient_funds,high,2026-08-20T02:19:00,cust_0089
txn_00424,412.79,low,insufficient_funds,low,2026-08-17T00:10:00,cust_0359
txn_00425,4767.66,mid,bank_timeout,low,2026-08-13T08:04:00,cust_0159
txn_00426,3207.48,mid,insufficient_funds,low,2026-08-01T00:22:00,cust_0170
txn_00427,3726.22,mid,cart_abandoned,low,2026-08-02T08:31:00,cust_0012
txn_00428,999.14,mid,insufficient_funds,medium,2026-08-02T15:36:00,cust_0192
txn_00429,313.71,low,otp_failed,low,2026-08-17T15:57:00,cust_0224
txn_00430,48593.43,high,card_expired,high,2026-08-21T05:50:00,cust_0315
txn_00431,18807.05,high,card_expired,low,2026-08-07T16:50:00,cust_0066
txn_00432,43284.06,high,insufficient_funds,low,2026-08-01T17:41:00,cust_0094
txn_00433,1494.03,mid,risk_decline,high,2026-08-04T04:48:00,cust_0170
txn_00434,492.07,low,otp_failed,low,2026-08-19T16:44:00,cust_0363
txn_00435,14435.79,high,otp_failed,medium,2026-08-02T13:01:00,cust_0180
txn_00436,50.58,low,insufficient_funds,low,2026-08-21T03:04:00,cust_0212
txn_00437,26577.02,high,bank_timeout,low,2026-08-15T19:30:00,cust_0389
txn_00438,4305.93,mid,otp_failed,low,2026-08-06T22:36:00,cust_0054
txn_00439,218.96,low,insufficient_funds,low,2026-08-08T16:33:00,cust_0305
txn_00440,34413.58,high,cart_abandoned,medium,2026-08-21T05:55:00,cust_0223
txn_00441,36373.85,high,insufficient_funds,low,2026-08-17T14:39:00,cust_0277
txn_00442,723.36,mid,insufficient_funds,low,2026-08-04T11:52:00,cust_0028
txn_00443,182.55,low,bank_timeout,low,2026-08-03T04:58:00,cust_0014
txn_00444,2631.07,mid,insufficient_funds,low,2026-08-11T17:11:00,cust_0251
txn_00445,2243.87,mid,cart_abandoned,low,2026-08-09T09:44:00,cust_0096
txn_00446,259.28,low,bank_timeout,low,2026-08-04T10:32:00,cust_0386
txn_00447,23629.4,high,otp_failed,low,2026-08-06T04:15:00,cust_0284
txn_00448,4845.32,mid,insufficient_funds,low,2026-08-14T00:46:00,cust_0121
txn_00449,27594.57,high,bank_timeout,low,2026-08-19T05:09:00,cust_0293
txn_00450,104.13,low,otp_failed,low,2026-08-05T19:43:00,cust_0099
txn_00451,49877.12,high,insufficient_funds,low,2026-08-04T08:45:00,cust_0305
txn_00452,801.55,mid,insufficient_funds,medium,2026-08-13T13:29:00,cust_0167
txn_00453,36518.55,high,card_expired,low,2026-08-12T21:23:00,cust_0215
txn_00454,304.97,low,insufficient_funds,low,2026-08-03T09:41:00,cust_0289
txn_00455,4460.61,mid,otp_failed,medium,2026-08-09T17:11:00,cust_0336
txn_00456,11473.37,high,bank_timeout,low,2026-08-16T11:48:00,cust_0356
txn_00457,3607.31,mid,bank_timeout,low,2026-08-21T22:53:00,cust_0138
txn_00458,1863.75,mid,cart_abandoned,low,2026-08-20T12:42:00,cust_0357
txn_00459,1852.16,mid,otp_failed,high,2026-08-07T03:08:00,cust_0374
txn_00460,42078.62,high,bank_timeout,low,2026-08-12T00:34:00,cust_0389
txn_00461,7952.76,high,risk_decline,low,2026-08-12T12:46:00,cust_0207
txn_00462,445.7,low,insufficient_funds,medium,2026-08-20T01:06:00,cust_0030
txn_00463,3670.85,mid,insufficient_funds,low,2026-08-12T11:51:00,cust_0204
txn_00464,63.75,low,otp_failed,low,2026-08-20T19:23:00,cust_0243
txn_00465,38703.25,high,risk_decline,low,2026-08-03T01:21:00,cust_0146
txn_00466,434.22,low,insufficient_funds,low,2026-08-15T17:33:00,cust_0116
txn_00467,40113.66,high,otp_failed,low,2026-08-01T04:51:00,cust_0243
txn_00468,538.09,mid,cart_abandoned,low,2026-08-17T05:15:00,cust_0364
txn_00469,2069.19,mid,otp_failed,low,2026-08-07T21:00:00,cust_0347
txn_00470,533.06,mid,risk_decline,low,2026-08-13T18:37:00,cust_0332
txn_00471,2667.82,mid,risk_decline,low,2026-08-15T13:51:00,cust_0167
txn_00472,369.99,low,cart_abandoned,low,2026-08-12T18:30:00,cust_0392
txn_00473,4145.13,mid,insufficient_funds,low,2026-08-16T11:47:00,cust_0072
txn_00474,1667.42,mid,otp_failed,low,2026-08-17T18:21:00,cust_0019
txn_00475,37101.62,high,risk_decline,high,2026-08-13T03:58:00,cust_0327
txn_00476,43043.87,high,card_expired,medium,2026-08-20T22:40:00,cust_0286
txn_00477,107.57,low,insufficient_funds,low,2026-08-16T11:12:00,cust_0172
txn_00478,4421.45,mid,otp_failed,low,2026-08-09T10:59:00,cust_0134
txn_00479,33547.85,high,risk_decline,low,2026-08-15T02:57:00,cust_0037
txn_00480,3563.14,mid,bank_timeout,low,2026-08-02T05:31:00,cust_0078
txn_00481,3062.32,mid,insufficient_funds,low,2026-08-04T06:13:00,cust_0162
txn_00482,1996.83,mid,cart_abandoned,low,2026-08-15T10:31:00,cust_0030
txn_00483,1258.73,mid,insufficient_funds,low,2026-08-18T20:49:00,cust_0391
txn_00484,2432.34,mid,otp_failed,low,2026-08-09T17:20:00,cust_0003
txn_00485,19499.59,high,insufficient_funds,low,2026-08-05T08:04:00,cust_0010
txn_00486,161.97,low,otp_failed,low,2026-08-03T08:05:00,cust_0197
txn_00487,705.73,mid,risk_decline,low,2026-08-17T13:29:00,cust_0267
txn_00488,4979.63,mid,risk_decline,low,2026-08-09T04:11:00,cust_0385
txn_00489,15278.82,high,insufficient_funds,high,2026-08-03T23:39:00,cust_0109
txn_00490,126.04,low,otp_failed,low,2026-08-09T12:54:00,cust_0328
txn_00491,34788.65,high,insufficient_funds,low,2026-08-20T00:37:00,cust_0011
txn_00492,16373.22,high,insufficient_funds,low,2026-08-04T11:37:00,cust_0106
txn_00493,3477.49,mid,otp_failed,low,2026-08-15T04:07:00,cust_0311
txn_00494,2802.13,mid,otp_failed,low,2026-08-03T14:15:00,cust_0055
txn_00495,4241.74,mid,bank_timeout,low,2026-08-17T00:10:00,cust_0210
txn_00496,1434.62,mid,insufficient_funds,low,2026-08-06T08:04:00,cust_0002
txn_00497,99.69,low,insufficient_funds,low,2026-08-18T17:43:00,cust_0262
txn_00498,3399.52,mid,insufficient_funds,medium,2026-08-07T00:14:00,cust_0238
txn_00499,21209.66,high,insufficient_funds,medium,2026-08-08T02:46:00,cust_0219
txn_00500,43339.94,high,otp_failed,low,2026-08-15T17:27:00,cust_0088
txn_00501,1707.39,mid,bank_timeout,medium,2026-08-19T13:04:00,cust_0176
txn_00502,1723.25,mid,insufficient_funds,low,2026-08-19T04:51:00,cust_0216
txn_00503,100.88,low,otp_failed,medium,2026-08-03T08:38:00,cust_0214
txn_00504,2471.73,mid,cart_abandoned,low,2026-08-14T21:52:00,cust_0015
txn_00505,4512.93,mid,cart_abandoned,medium,2026-08-03T13:40:00,cust_0211
txn_00506,44074.95,high,bank_timeout,low,2026-08-18T11:10:00,cust_0381
txn_00507,20223.53,high,risk_decline,low,2026-08-16T15:52:00,cust_0359
txn_00508,34866.98,high,risk_decline,low,2026-08-09T18:11:00,cust_0077
txn_00509,494.51,low,card_expired,low,2026-08-12T12:06:00,cust_0241
txn_00510,2712.42,mid,card_expired,medium,2026-08-02T03:29:00,cust_0260
txn_00511,25659.26,high,insufficient_funds,low,2026-08-11T04:43:00,cust_0046
txn_00512,103.42,low,card_expired,low,2026-08-10T04:19:00,cust_0212
txn_00513,48342.71,high,insufficient_funds,low,2026-08-07T22:21:00,cust_0261
txn_00514,255.29,low,risk_decline,low,2026-08-20T05:06:00,cust_0233
txn_00515,3724.96,mid,bank_timeout,medium,2026-08-03T14:16:00,cust_0050
txn_00516,4234.48,mid,otp_failed,low,2026-08-13T11:06:00,cust_0268
txn_00517,41982.74,high,bank_timeout,low,2026-08-17T10:04:00,cust_0210
txn_00518,4685.97,mid,insufficient_funds,low,2026-08-19T18:18:00,cust_0098
txn_00519,42685.98,high,otp_failed,low,2026-08-03T19:17:00,cust_0396
txn_00520,315.19,low,cart_abandoned,low,2026-08-13T01:38:00,cust_0377
txn_00521,427.47,low,insufficient_funds,high,2026-08-16T17:49:00,cust_0297
txn_00522,3458.85,mid,insufficient_funds,medium,2026-08-12T11:18:00,cust_0197
txn_00523,1617.07,mid,bank_timeout,low,2026-08-07T16:39:00,cust_0232
txn_00524,28053.26,high,card_expired,low,2026-08-13T11:10:00,cust_0161
txn_00525,1404.0,mid,otp_failed,high,2026-08-16T14:58:00,cust_0177
txn_00526,13001.57,high,cart_abandoned,low,2026-08-16T19:11:00,cust_0327
txn_00527,30678.72,high,bank_timeout,low,2026-08-17T03:49:00,cust_0214
txn_00528,290.26,low,otp_failed,medium,2026-08-12T21:28:00,cust_0055
txn_00529,351.61,low,insufficient_funds,low,2026-08-07T12:31:00,cust_0350
txn_00530,360.77,low,insufficient_funds,medium,2026-08-09T03:53:00,cust_0232
txn_00531,38408.57,high,insufficient_funds,medium,2026-08-09T20:23:00,cust_0122
txn_00532,3618.21,mid,risk_decline,medium,2026-08-09T19:39:00,cust_0214
txn_00533,2984.56,mid,cart_abandoned,high,2026-08-05T14:54:00,cust_0318
txn_00534,33520.48,high,cart_abandoned,medium,2026-08-15T17:41:00,cust_0189
txn_00535,3992.66,mid,otp_failed,low,2026-08-11T05:06:00,cust_0091
txn_00536,483.11,low,cart_abandoned,low,2026-08-10T18:01:00,cust_0143
txn_00537,19875.33,high,risk_decline,low,2026-08-04T12:32:00,cust_0021
txn_00538,32702.39,high,insufficient_funds,low,2026-08-07T20:28:00,cust_0252
txn_00539,82.8,low,card_expired,low,2026-08-12T20:19:00,cust_0035
txn_00540,294.39,low,card_expired,low,2026-08-16T02:16:00,cust_0170
txn_00541,26368.57,high,bank_timeout,low,2026-08-19T17:50:00,cust_0386
txn_00542,45702.34,high,cart_abandoned,low,2026-08-21T21:40:00,cust_0319
txn_00543,448.55,low,insufficient_funds,low,2026-08-09T18:44:00,cust_0132
txn_00544,21873.11,high,risk_decline,low,2026-08-11T03:20:00,cust_0250
txn_00545,136.63,low,insufficient_funds,medium,2026-08-18T14:20:00,cust_0276
txn_00546,14592.88,high,risk_decline,low,2026-08-10T15:40:00,cust_0054
txn_00547,445.39,low,insufficient_funds,medium,2026-08-17T23:54:00,cust_0352
txn_00548,893.84,mid,insufficient_funds,low,2026-08-13T16:47:00,cust_0037
txn_00549,2246.15,mid,risk_decline,low,2026-08-08T04:47:00,cust_0009
txn_00550,7845.69,high,bank_timeout,low,2026-08-14T07:49:00,cust_0024
txn_00551,977.61,mid,otp_failed,low,2026-08-14T19:15:00,cust_0045
txn_00552,221.64,low,insufficient_funds,high,2026-08-13T03:20:00,cust_0113
txn_00553,408.87,low,insufficient_funds,low,2026-08-07T18:46:00,cust_0347
txn_00554,440.21,low,cart_abandoned,high,2026-08-13T14:17:00,cust_0285
txn_00555,307.72,low,insufficient_funds,low,2026-08-07T22:24:00,cust_0108
txn_00556,34066.92,high,otp_failed,medium,2026-08-04T05:47:00,cust_0083
txn_00557,35194.01,high,insufficient_funds,low,2026-08-20T09:26:00,cust_0028
txn_00558,2575.69,mid,card_expired,high,2026-08-16T06:49:00,cust_0035
txn_00559,21071.23,high,insufficient_funds,low,2026-08-15T21:58:00,cust_0121
txn_00560,25279.07,high,insufficient_funds,low,2026-08-16T00:07:00,cust_0157
txn_00561,305.09,low,otp_failed,low,2026-08-01T02:38:00,cust_0161
txn_00562,382.92,low,insufficient_funds,low,2026-08-16T11:08:00,cust_0376
txn_00563,250.41,low,bank_timeout,low,2026-08-04T23:59:00,cust_0331
txn_00564,1130.01,mid,risk_decline,medium,2026-08-17T16:36:00,cust_0321
txn_00565,6403.74,high,insufficient_funds,low,2026-08-14T04:09:00,cust_0208
txn_00566,45229.37,high,otp_failed,low,2026-08-11T17:49:00,cust_0335
txn_00567,3974.65,mid,otp_failed,low,2026-08-04T01:07:00,cust_0238
txn_00568,15749.64,high,risk_decline,low,2026-08-16T13:38:00,cust_0085
txn_00569,121.65,low,otp_failed,low,2026-08-17T17:54:00,cust_0375
txn_00570,2694.39,mid,bank_timeout,low,2026-08-06T07:48:00,cust_0022
txn_00571,406.16,low,otp_failed,low,2026-08-01T21:47:00,cust_0333
txn_00572,4233.41,mid,bank_timeout,medium,2026-08-14T04:00:00,cust_0279
txn_00573,220.33,low,risk_decline,low,2026-08-12T18:10:00,cust_0129
txn_00574,2088.04,mid,bank_timeout,medium,2026-08-19T00:53:00,cust_0247
txn_00575,15349.58,high,cart_abandoned,low,2026-08-15T15:25:00,cust_0144
txn_00576,213.0,low,insufficient_funds,low,2026-08-10T10:26:00,cust_0170
txn_00577,1448.17,mid,otp_failed,low,2026-08-01T12:15:00,cust_0125
txn_00578,6763.59,high,insufficient_funds,low,2026-08-04T08:12:00,cust_0029
txn_00579,48615.97,high,insufficient_funds,high,2026-08-01T10:10:00,cust_0369
txn_00580,1474.67,mid,otp_failed,medium,2026-08-20T17:39:00,cust_0247
txn_00581,320.38,low,insufficient_funds,medium,2026-08-15T04:21:00,cust_0338
txn_00582,358.52,low,risk_decline,low,2026-08-06T05:30:00,cust_0194
txn_00583,4368.16,mid,bank_timeout,low,2026-08-19T19:23:00,cust_0077
txn_00584,44498.87,high,risk_decline,low,2026-08-12T10:53:00,cust_0386
txn_00585,42238.48,high,insufficient_funds,low,2026-08-15T18:34:00,cust_0221
txn_00586,2884.17,mid,risk_decline,low,2026-08-18T23:12:00,cust_0394
txn_00587,383.63,low,bank_timeout,low,2026-08-10T16:22:00,cust_0069
txn_00588,31923.16,high,insufficient_funds,medium,2026-08-10T07:10:00,cust_0132
txn_00589,405.24,low,insufficient_funds,medium,2026-08-09T12:48:00,cust_0336
txn_00590,24173.22,high,insufficient_funds,medium,2026-08-06T18:31:00,cust_0134
txn_00591,214.54,low,card_expired,low,2026-08-10T09:40:00,cust_0283
txn_00592,2997.1,mid,card_expired,low,2026-08-14T03:28:00,cust_0177
txn_00593,112.13,low,otp_failed,low,2026-08-11T03:54:00,cust_0359
txn_00594,41038.42,high,cart_abandoned,low,2026-08-16T20:41:00,cust_0351
txn_00595,484.06,low,otp_failed,low,2026-08-11T17:35:00,cust_0308
txn_00596,860.18,mid,bank_timeout,low,2026-08-10T02:48:00,cust_0315
txn_00597,483.59,low,otp_failed,low,2026-08-15T13:41:00,cust_0254
txn_00598,345.6,low,bank_timeout,low,2026-08-18T20:08:00,cust_0307
txn_00599,21188.3,high,risk_decline,low,2026-08-01T00:09:00,cust_0081
